day,year,mo,da,collision_date,NUM_COLLISIONS,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
7,2012,07,08,2012-07-08,464,80.6,65.5,1010.1,8.5,3.1,8.0,15.9,90.0,70.0,0.59,999.9,0,1,0,0,0,0
5,2018,07,20,2018-07-20,700,64.3,56.7,1021.6,10.0,3.3,8.9,999.9,77.0,54.0,0.0,999.9,0,0,0,0,0,0
3,2019,07,03,2019-07-03,654,70.2,65.1,1009.9,9.2,5.0,8.9,999.9,80.1,59.0,0.0,999.9,0,0,0,0,0,0
2,2017,07,18,2017-07-18,706,69.4,67.9,1019.6,4.0,5.5,8.9,999.9,78.1,62.1,0.0,999.9,1,0,0,0,0,0
4,2016,07,07,2016-07-07,603,68.7,66.7,1010.4,4.1,5.9,8.9,999.9,81.0,64.0,0.0,999.9,1,0,0,0,0,0
3,2013,07,31,2013-07-31,553,70.6,62.6,1019.3,10.0,6.7,8.9,999.9,78.1,64.9,0.0,999.9,0,0,0,0,0,0
7,2022,07,10,2022-07-10,237,67.5,56.5,1017.7,10.0,5,8.9,999.9,77.0,57.0,0.0,999.9,0,0,0,0,0,0
6,2015,07,25,2015-07-25,451,68.5,60.2,1015.0,9.7,4.4,8.9,999.9,80.1,60.1,0.0,999.9,0,0,0,0,0,0
5,2019,07,26,2019-07-26,650,67.1,58.9,1024.0,9.4,3.4,8.9,999.9,78.1,59.0,0.0,999.9,1,0,0,0,0,0
1,2018,07,16,2018-07-16,719,68.7,67.9,1015.6,2.6,4.7,8.9,999.9,75.0,61.0,0.0,999.9,1,0,0,0,0,0
1,2017,07,31,2017-07-31,656,63.9,57.3,1017.8,10.0,4.2,8.9,999.9,73.9,50.0,0.0,999.9,0,0,0,0,0,0
5,2022,07,08,2022-07-08,276,68.0,62.0,1016.1,10.0,7,8.9,999.9,73.9,60.1,0.0,999.9,0,0,0,0,0,0
2,2019,07,16,2019-07-16,658,70.3,65.9,1017.6,8.7,5.3,8.9,999.9,79.0,60.1,0.0,999.9,1,0,0,0,0,0
2,2015,07,21,2015-07-21,606,72.6,69.7,1003.7,3.6,5.4,8.9,999.9,82.0,68.0,0.0,999.9,1,0,0,0,0,0
5,2014,07,25,2014-07-25,653,67.4,60.8,1013.4,10.0,5.9,8.9,999.9,77.0,61.0,0.0,999.9,0,0,0,0,0,0
4,2019,07,04,2019-07-04,394,66.6,63.7,1017.9,6.3,3.7,8.9,999.9,80.1,59.0,0.0,999.9,1,0,0,0,0,0
3,2013,07,17,2013-07-17,609,72.9,65.8,1020.8,9.9,5.6,8.9,999.9,84.0,66.9,0.0,999.9,0,0,0,0,0,0
6,2019,07,27,2019-07-27,602,67.1,58.1,1025.2,10.0,4.9,8.9,999.9,75.9,55.9,0.0,999.9,0,0,0,0,0,0
1,2012,07,30,2012-07-30,530,73.1,65.1,1018.6,10.0,2.2,8.9,999.9,79.0,64.9,0.01,999.9,0,0,0,0,0,0
6,2013,07,13,2013-07-13,575,67.9,66.3,1024.4,3.3,6.2,9.9,999.9,75.9,63.0,0.01,999.9,1,1,0,0,0,0
1,2015,07,27,2015-07-27,626,71.1,66.5,1017.3,9.9,8.3,9.9,999.9,75.0,61.0,0.0,999.9,0,0,0,0,0,0
1,2013,07,15,2013-07-15,581,76.3,71.2,1021.6,9.3,5.7,9.9,999.9,82.9,69.1,0.0,999.9,0,0,0,0,0,0
5,2012,07,06,2012-07-06,638,81.9,62.3,1011.7,10.0,3.1,9.9,999.9,91.0,66.9,0.0,999.9,0,0,0,0,0,0
6,2014,07,12,2014-07-12,550,65.7,58.8,1023.4,9.9,4.4,9.9,999.9,75.9,57.9,0.01,999.9,0,0,0,0,0,0
7,2021,07,11,2021-07-11,263,68.9,63.0,1019.8,8.8,6.3,9.9,999.9,75.0,64.4,0.0,999.9,1,0,0,0,0,0
6,2020,07,18,2020-07-18,316,70.2,67.9,1017.6,3.2,6.2,9.9,999.9,75.9,55.0,0.0,999.9,1,1,0,0,0,0
3,2019,07,10,2019-07-10,553,71.5,65.8,1016.8,7.3,6.4,9.9,999.9,84.9,60.1,0.0,999.9,1,0,0,0,0,0
5,2015,07,17,2015-07-17,659,64.9,57.6,1019.1,10.0,6.0,9.9,999.9,73.0,54.0,0.0,999.9,0,0,0,0,0,0
3,2021,07,14,2021-07-14,331,69.1,67.3,1022.1,1.2,6.4,9.9,999.9,75.9,63.0,0.0,999.9,1,0,0,0,0,0
7,2012,07,01,2012-07-01,538,83.6,63.0,1008.9,9.7,4.1,9.9,18.1,93.0,66.0,0.0,999.9,0,0,0,0,0,0
7,2018,07,08,2018-07-08,545,61.7,52.8,1027.4,10.0,3.8,9.9,999.9,73.9,51.1,0.0,999.9,0,0,0,0,0,0
3,2020,07,01,2020-07-01,259,64.4,61.5,1011.7,6.0,4.7,9.9,999.9,73.0,60.1,0.0,999.9,1,0,0,0,0,0
4,2021,07,15,2021-07-15,372,72.6,70.6,1019.0,1.0,6.7,9.9,999.9,77.0,64.9,0.0,999.9,1,0,0,0,0,0
6,2014,07,26,2014-07-26,534,66.9,63.2,1015.8,9.8,6.9,9.9,999.9,75.0,61.0,0.0,999.9,0,0,0,0,0,0
6,2016,07,16,2016-07-16,623,73.5,67.3,1015.4,7.0,6.4,9.9,999.9,84.9,66.9,0.0,999.9,0,0,0,0,0,0
1,2012,07,09,2012-07-09,533,78.5,56.8,1012.7,10.0,3.5,9.9,999.9,84.0,68.0,0.09,999.9,0,0,0,0,0,0
6,2018,07,14,2018-07-14,577,64.9,59.5,1021.4,10.0,4.7,9.9,999.9,73.9,54.0,0.0,999.9,0,0,0,0,0,0
5,2022,07,22,2022-07-22,191,78.4,72.6,1010.3,6.4,6.8,9.9,999.9,88.0,71.1,0.0,999.9,0,0,0,0,0,0
2,2012,07,10,2012-07-10,524,76.5,56.3,1016.0,10.0,3.4,9.9,999.9,86.0,61.0,0.0,999.9,0,0,0,0,0,0
1,2018,07,02,2018-07-02,719,68.4,64.9,1018.9,8.7,4.7,9.9,999.9,86.0,63.0,0.0,999.9,0,0,0,0,0,0
1,2013,07,29,2013-07-29,597,69.2,67.1,1017.1,6.5,5.3,9.9,999.9,73.9,64.0,0.02,999.9,0,1,0,0,0,0
4,2019,07,18,2019-07-18,620,71.4,71.0,1013.2,2.0,4.9,9.9,999.9,73.9,69.1,0.0,999.9,1,1,0,0,0,0
2,2012,07,17,2012-07-17,648,84.6,63.3,1009.3,9.4,3.5,9.9,18.1,93.9,70.0,0.0,999.9,0,0,0,0,0,0
1,2021,07,05,2021-07-05,322,63.6,57.7,1018.5,10.0,5.5,9.9,999.9,69.1,55.9,0.14,999.9,0,0,0,0,0,0
3,2016,07,27,2016-07-27,690,75.4,66.3,1012.4,10.0,7.0,9.9,999.9,82.0,70.0,0.0,999.9,0,0,0,0,0,0
3,2018,07,04,2018-07-04,406,71.7,70.5,1025.7,4.8,6.8,9.9,999.9,81.0,62.1,0.0,999.9,1,0,0,0,0,0
6,2016,07,30,2016-07-30,599,70.8,66.9,1015.0,9.0,5.3,9.9,999.9,78.1,64.9,0.81,999.9,0,0,0,0,0,0
5,2018,07,13,2018-07-13,726,64.8,55.1,1024.2,10.0,5.0,9.9,999.9,77.0,54.0,0.0,999.9,0,0,0,0,0,0
2,2017,07,04,2017-07-04,424,72.0,61.5,1016.5,9.8,5.8,9.9,999.9,82.0,61.0,0.0,999.9,0,0,0,0,0,0
4,2022,07,14,2022-07-14,252,71.8,69.1,1014.2,5.1,4.6,9.9,999.9,88.0,63.0,0.0,999.9,1,0,0,0,0,0
3,2021,07,21,2021-07-21,330,74.2,70.7,1010.6,3.1,6.2,9.9,999.9,82.9,66.9,0.0,999.9,1,0,0,0,0,0
4,2018,07,19,2018-07-19,739,67.9,57.5,1016.8,10.0,6.3,9.9,999.9,77.0,59.0,0.0,999.9,0,0,0,0,0,0
6,2014,07,19,2014-07-19,480,65.0,54.1,1024.2,10.0,5.0,9.9,999.9,78.1,55.9,0.0,999.9,0,0,0,0,0,0
2,2014,07,22,2014-07-22,587,67.1,63.5,1020.4,5.9,5.4,11.1,999.9,73.0,60.1,0.02,999.9,1,0,0,0,0,0
2,2015,07,07,2015-07-07,646,68.1,64.3,1019.7,7.4,8.2,11.1,999.9,78.1,62.1,0.0,999.9,0,0,0,0,0,0
3,2015,07,15,2015-07-15,611,72.3,68.8,1004.1,6.8,4.5,11.1,999.9,82.0,62.1,0.01,999.9,1,0,0,0,0,0
6,2017,07,15,2017-07-15,649,64.3,62.7,1013.9,8.4,5.6,11.1,999.9,72.0,60.1,0.11,999.9,0,1,0,0,0,0
6,2022,07,16,2022-07-16,238,69.9,65.8,1020.6,8.1,5.6,11.1,999.9,79.0,60.1,0.0,999.9,1,0,0,0,0,0
2,2021,07,27,2021-07-27,318,76.7,66.6,1013.1,6.0,7.6,11.1,999.9,88.0,68.0,0.0,999.9,1,0,0,0,0,0
6,2021,07,17,2021-07-17,339,74.2,72.1,1017.9,0.9,7.6,11.1,999.9,80.1,70.0,0.0,999.9,1,0,0,0,0,0
2,2015,07,28,2015-07-28,643,72.4,68.7,1016.2,9.0,7.2,11.1,999.9,80.1,68.0,0.0,999.9,1,0,0,0,0,0
3,2012,07,04,2012-07-04,432,81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91.0,68.0,0.06,999.9,0,1,0,0,0,0
3,2017,07,12,2017-07-12,677,70.8,70.2,1015.2,1.8,7.3,11.1,999.9,77.0,64.9,0.0,999.9,1,0,0,0,0,0
3,2020,07,29,2020-07-29,318,75.3,67.6,1012.7,7.5,6.3,11.1,999.9,82.9,72.0,99.99,999.9,1,0,0,0,0,10000
4,2021,07,08,2021-07-08,305,72.5,69.9,1016.7,3.0,6,11.1,999.9,75.9,69.8,0.0,999.9,1,0,0,0,0,0
6,2015,07,04,2015-07-04,389,62.9,55.4,1015.2,8.0,6.2,11.1,999.9,77.0,55.9,0.0,999.9,0,0,0,0,0,0
2,2013,07,30,2013-07-30,584,71.2,64.3,1018.0,7.8,7.8,11.1,999.9,77.0,66.2,0.01,999.9,1,0,0,0,0,0
2,2020,07,21,2020-07-21,332,77.6,66.1,1014.3,8.3,8.6,11.1,17.1,88.0,69.1,0.0,999.9,1,0,0,0,0,0
5,2017,07,28,2017-07-28,685,69.2,66.9,1011.3,10.0,8.5,11.1,999.9,77.0,55.9,0.02,999.9,0,0,0,0,0,0
2,2018,07,03,2018-07-03,678,66.9,66.2,1021.5,2.9,6.2,11.1,999.9,73.9,61.0,0.0,999.9,1,0,0,0,0,0
6,2020,07,25,2020-07-25,291,69.6,66.7,1018.0,5.5,3.9,11.1,999.9,80.1,60.1,0.0,999.9,1,0,0,0,0,0
7,2016,07,10,2016-07-10,508,63.0,60.1,1010.6,6.8,7.7,11.1,999.9,70.0,59.0,0.1,999.9,1,1,0,0,0,0
4,2018,07,12,2018-07-12,642,68.2,59.5,1019.9,10.0,6.8,11.1,999.9,77.0,60.1,0.0,999.9,0,0,0,0,0,0
4,2014,07,31,2014-07-31,626,67.7,62.9,1019.8,9.6,6.3,11.1,999.9,75.0,59.0,0.01,999.9,0,0,0,0,0,0
1,2020,07,13,2020-07-13,290,70.3,67.5,1008.7,4.9,8,11.1,999.9,77.0,68.0,0.0,999.9,1,0,0,0,0,0
7,2016,07,17,2016-07-17,574,70.6,68.7,1019.1,4.1,6.6,11.1,999.9,84.9,66.9,0.0,999.9,1,0,0,0,0,0
4,2016,07,28,2016-07-28,709,72.2,69.0,1013.1,9.7,7.2,11.1,999.9,81.0,68.0,0.0,999.9,0,0,0,0,0,0
3,2014,07,30,2014-07-30,605,67.3,60.6,1015.5,9.3,5.5,11.1,999.9,75.0,59.0,0.0,999.9,0,0,0,0,0,0
3,2020,07,22,2020-07-22,290,72.7,68.1,1017.6,7.8,4.6,11.1,999.9,88.0,64.9,0.0,999.9,1,0,0,0,0,0
7,2022,07,03,2022-07-03,243,71.3,67.3,1015.0,6.6,7.3,11.1,999.9,79.0,68.0,1.65,999.9,1,0,0,0,0,10000
5,2020,07,24,2020-07-24,312,73.7,69.7,1017.4,7.8,6.3,11.1,15.9,81.0,68.0,99.99,999.9,1,1,0,0,0,0
2,2019,07,09,2019-07-09,661,69.0,61.7,1015.8,9.7,6.5,11.1,999.9,80.1,54.0,0.0,999.9,0,0,0,0,0,0
2,2021,07,20,2021-07-20,286,74.3,69.2,1012.0,8.6,6.9,11.1,999.9,82.9,66.9,0.0,999.9,1,0,0,0,0,0
3,2017,07,05,2017-07-05,706,67.9,58.5,1021.9,9.9,6.5,11.1,999.9,81.0,57.9,0.0,999.9,0,0,0,0,0,0
5,2022,07,15,2022-07-15,279,73.1,67.2,1019.6,7.5,5.6,11.1,999.9,79.0,63.0,0.0,999.9,1,0,0,0,0,0
4,2018,07,05,2018-07-05,720,71.7,71.0,1025.4,1.6,6.2,11.1,999.9,81.0,66.9,0.0,999.9,1,0,0,0,0,0
7,2020,07,05,2020-07-05,290,63.1,61.0,1015.0,4.4,5,11.1,999.9,73.0,60.1,0.0,999.9,1,0,0,0,0,0
4,2019,07,11,2019-07-11,658,66.8,65.7,1015.9,2.2,5.8,11.1,999.9,84.9,64.0,0.0,999.9,1,0,0,0,0,0
1,2017,07,17,2017-07-17,639,67.3,66.8,1018.5,3.9,5.7,11.1,999.9,78.1,62.1,0.0,999.9,1,0,0,0,0,0
4,2020,07,09,2020-07-09,313,70.9,67.4,1016.6,8.2,7.7,11.1,999.9,78.1,64.9,0.0,999.9,0,0,0,0,0,0
7,2016,07,31,2016-07-31,529,67.5,64.8,1018.4,6.7,6.8,11.1,999.9,72.0,64.4,0.0,999.9,1,0,0,0,0,0
5,2021,07,23,2021-07-23,324,73.6,62.0,1018.1,10.0,6.6,11.1,999.9,82.0,66.9,0.0,999.9,0,0,0,0,0,0
4,2015,07,02,2015-07-02,603,68.7,62.5,1011.7,7.1,7.0,12.0,999.9,77.0,61.0,0.0,999.9,0,1,0,0,0,0
4,2019,07,25,2019-07-25,605,69.5,61.4,1017.7,10.0,5.8,12.0,999.9,78.1,61.0,0.0,999.9,0,0,0,0,0,0
6,2019,07,20,2019-07-20,586,76.2,72.3,1009.2,6.1,9.1,12.0,999.9,87.1,64.9,0.0,999.9,1,0,0,0,0,0
6,2017,07,22,2017-07-22,648,74.0,67.2,1010.5,8.8,7.1,12.0,999.9,84.9,68.0,0.0,999.9,0,0,0,0,0,0
5,2015,07,31,2015-07-31,753,76.7,68.5,1009.5,8.5,8.5,12.0,17.1,87.1,71.1,0.0,999.9,0,0,0,0,0,0
7,2018,07,01,2018-07-01,563,70.8,66.4,1016.2,8.8,5.9,12.0,999.9,86.0,62.1,0.0,999.9,0,0,0,0,0,0
4,2014,07,03,2014-07-03,740,69.1,67.3,1015.3,1.8,8.5,12.0,999.9,75.9,66.0,0.0,999.9,1,0,0,0,0,0
4,2017,07,27,2017-07-27,610,61.8,59.2,1017.7,10.0,7.3,12.0,999.9,72.0,55.0,0.0,999.9,0,0,0,0,0,0
3,2013,07,10,2013-07-10,614,71.1,69.7,1015.5,1.9,7.1,12.0,999.9,77.0,69.1,0.0,999.9,1,0,0,0,0,0
6,2012,07,21,2012-07-21,528,68.1,58.5,1018.3,9.8,4.1,12.0,999.9,77.0,57.9,0.43,999.9,0,1,0,0,0,0
6,2019,07,06,2019-07-06,471,68.9,67.6,1013.9,1.5,7.5,12.0,999.9,73.9,59.0,0.0,999.9,1,0,0,0,0,0
1,2018,07,09,2018-07-09,672,60.9,53.6,1023.2,10.0,6.7,12.0,999.9,73.9,50.0,0.0,999.9,0,0,0,0,0,0
5,2015,07,24,2015-07-24,490,71.7,60.3,1012.2,10.0,7.5,12.0,999.9,80.1,62.1,0.0,999.9,0,0,0,0,0,0
7,2013,07,28,2013-07-28,485,69.8,68.0,1015.8,5.7,6.5,12.0,22.9,75.2,66.2,0.12,999.9,1,1,0,0,0,0
7,2012,07,29,2012-07-29,376,71.7,66.1,1015.1,9.4,3.2,12.0,15.9,79.0,66.9,0.18,999.9,0,1,0,0,0,0
1,2019,07,22,2019-07-22,641,76.5,70.8,1009.8,9.5,7.0,12.0,999.9,87.1,69.1,0.0,999.9,0,0,0,0,0,0
3,2015,07,29,2015-07-29,629,76.0,69.9,1014.2,5.4,6.8,12.0,999.9,86.0,68.0,0.0,999.9,1,0,0,0,0,0
2,2012,07,03,2012-07-03,664,79.8,56.7,1012.8,10.0,2.9,12.0,999.9,88.0,63.0,0.0,999.9,0,0,0,0,0,0
2,2018,07,24,2018-07-24,654,69.2,68.1,1025.8,5.7,9.8,12.0,999.9,75.0,66.0,0.0,999.9,1,0,0,0,0,0
2,2019,07,30,2019-07-30,638,73.0,71.1,1016.3,6.6,7.8,12.0,999.9,80.1,69.1,0.0,999.9,1,0,0,0,0,0
4,2016,07,21,2016-07-21,731,70.4,63.4,1020.2,10.0,7.4,12.0,999.9,80.1,60.1,0.0,999.9,0,0,0,0,0,0
3,2019,07,31,2019-07-31,604,72.9,70.9,1017.2,5.6,7.0,12.0,999.9,79.0,68.0,0.0,999.9,1,0,0,0,0,0
4,2017,07,20,2017-07-20,774,74.7,70.6,1013.9,5.3,7.7,12.0,999.9,84.9,66.9,0.0,999.9,1,0,0,0,0,0
7,2013,07,21,2013-07-21,447,72.8,69.1,1012.6,6.6,5.3,12.0,999.9,77.0,66.9,0.04,999.9,0,1,0,0,0,0
7,2017,07,16,2017-07-16,515,69.3,67.7,1013.7,5.8,7.1,12.0,999.9,78.1,60.1,0.0,999.9,1,0,0,0,0,0
7,2015,07,19,2015-07-19,545,71.4,67.9,1011.9,6.9,9.0,12.0,999.9,77.0,64.0,0.0,999.9,1,0,0,0,0,0
3,2017,07,19,2017-07-19,747,71.6,70.3,1016.5,4.2,7.6,12.0,999.9,79.0,66.0,0.0,999.9,1,0,0,0,0,0
6,2012,07,14,2012-07-14,536,78.5,62.7,1021.6,10.0,3.5,13.0,19.0,82.0,68.0,0.0,999.9,1,0,0,0,0,0
3,2013,07,24,2013-07-24,571,74.9,71.6,1006.7,5.7,8.4,13.0,20.0,82.0,70.0,0.6,999.9,1,1,0,0,0,0
1,2015,07,20,2015-07-20,727,73.4,69.9,1005.9,4.1,9.3,13.0,999.9,81.0,69.1,0.0,999.9,1,1,0,0,0,0
2,2016,07,12,2016-07-12,662,66.7,61.2,1019.1,10.0,7.3,13.0,999.9,78.1,55.0,0.0,999.9,0,0,0,0,0,0
4,2013,07,11,2013-07-11,550,71.8,69.7,1011.6,4.9,9.5,13.0,19.0,75.9,69.1,0.01,999.9,0,1,0,0,1,0
3,2016,07,20,2016-07-20,698,68.3,55.6,1020.9,10.0,6.9,13.0,999.9,81.0,60.1,0.0,999.9,0,0,0,0,0,0
3,2016,07,06,2016-07-06,680,71.8,65.3,1009.9,8.6,6.5,13.0,999.9,81.0,64.0,1.5,999.9,1,0,0,0,0,0
2,2013,07,02,2013-07-02,601,67.7,65.5,1022.2,4.0,9.5,13.0,18.1,73.0,64.9,0.04,999.9,1,1,0,0,0,0
5,2017,07,21,2017-07-21,733,75.6,69.6,1010.4,5.7,7.8,13.0,999.9,84.9,69.1,0.0,999.9,1,0,0,0,0,0
1,2019,07,29,2019-07-29,649,72.8,69.7,1015.9,8.9,9.3,13.0,999.9,80.1,59.0,0.0,999.9,0,0,0,0,0,0
5,2017,07,14,2017-07-14,707,63.7,61.5,1018.4,9.0,8.9,13.0,19.0,80.1,62.1,0.0,999.9,0,0,0,0,0,0
3,2017,07,26,2017-07-26,635,63.6,58.0,1022.4,10.0,7.4,13.0,999.9,72.0,55.0,0.0,999.9,0,0,0,0,0,0
6,2015,07,18,2015-07-18,561,67.8,60.5,1017.0,10.0,9.7,13.0,999.9,73.9,55.0,0.0,999.9,0,0,0,0,0,0
1,2017,07,10,2017-07-10,667,68.3,66.1,1018.2,9.6,9.0,13.0,999.9,77.0,62.1,0.0,999.9,0,0,0,0,0,0
7,2019,07,21,2019-07-21,477,76.7,72.4,1007.5,6.7,10.7,13.0,999.9,87.1,70.0,0.0,999.9,0,0,0,0,0,0
5,2012,07,20,2012-07-20,604,67.2,62.8,1014.9,7.4,6.5,13.0,21.0,73.9,61.0,0.17,999.9,0,1,0,0,0,0
4,2012,07,26,2012-07-26,604,78.0,62.4,1007.0,8.9,4.3,13.0,29.9,87.1,66.9,0.0,999.9,1,1,0,0,0,0
5,2018,07,27,2018-07-27,753,70.6,70.1,1015.8,2.1,7.8,13.0,999.9,75.9,68.0,0.0,999.9,1,0,0,0,0,0
2,2014,07,01,2014-07-01,616,68.6,65.1,1014.4,9.8,9.1,13.0,18.1,73.9,54.0,0.01,999.9,0,0,0,0,0,0
2,2013,07,09,2013-07-09,583,72.7,69.3,1018.0,5.7,7.0,13.0,999.9,80.1,69.1,0.0,999.9,1,0,0,0,0,0
2,2017,07,11,2017-07-11,638,68.8,68.4,1016.1,2.7,8.6,13.0,999.9,75.0,62.1,0.0,999.9,1,0,0,0,0,0
6,2016,07,09,2016-07-09,498,61.7,58.6,1011.6,6.5,10.8,13.0,999.9,70.0,59.0,0.62,999.9,0,0,0,0,0,0
7,2012,07,15,2012-07-15,494,79.7,68.6,1018.3,9.1,2.8,13.0,999.9,87.1,70.0,0.0,999.9,0,0,0,0,0,0
3,2012,07,18,2012-07-18,559,85.3,69.1,1008.9,7.2,3.7,13.0,20.0,100.0,73.0,0.0,999.9,1,1,0,0,0,0
1,2012,07,23,2012-07-23,505,76.0,67.2,1016.9,8.9,3.0,13.0,999.9,86.0,64.0,0.0,999.9,0,1,0,0,0,0
7,2014,07,20,2014-07-20,451,65.2,57.9,1021.3,9.1,10.0,13.0,18.1,73.9,55.9,0.0,999.9,0,1,0,0,0,0
5,2016,07,29,2016-07-29,774,70.8,68.3,1011.1,6.0,5.8,14.0,999.9,78.1,66.9,0.0,999.9,1,1,0,0,1,0
1,2012,07,16,2012-07-16,528,79.0,67.9,1011.5,9.2,4.0,14.0,22.0,91.0,70.0,0.26,999.9,0,1,0,0,0,0
1,2013,07,01,2013-07-01,633,66.7,65.3,1017.0,4.1,10.4,14.0,20.0,72.0,64.0,0.04,999.9,0,1,0,0,0,0
2,2013,07,23,2013-07-23,571,72.1,70.0,1007.1,3.7,8.1,14.0,19.0,78.8,66.2,0.0,999.9,1,0,0,0,0,0
6,2012,07,07,2012-07-07,490,84.9,65.9,1010.1,9.5,3.1,14.0,17.1,95.0,70.0,0.0,999.9,0,0,0,0,0,0
4,2013,07,18,2013-07-18,636,75.6,69.6,1016.6,8.1,6.8,14.0,999.9,88.0,68.0,0.0,999.9,0,0,0,0,0,0
2,2018,07,10,2018-07-10,727,67.2,64.7,1014.8,9.9,10.4,14.0,999.9,73.0,50.0,0.0,999.9,0,0,0,0,0,0
1,2017,07,03,2017-07-03,617,70.9,66.1,1013.9,8.2,9.5,14.0,999.9,82.0,64.9,0.0,999.9,1,0,0,0,0,0
6,2019,07,13,2019-07-13,558,71.9,67.1,1010.7,8.1,7.5,14.0,999.9,80.1,66.0,0.28,999.9,1,1,0,0,0,0
6,2015,07,11,2015-07-11,597,71.8,62.1,1015.9,10.0,8.4,14.0,999.9,81.0,60.1,0.0,999.9,0,0,0,0,0,0
4,2014,07,24,2014-07-24,539,69.6,66.7,1009.5,6.4,8.5,14.0,28.0,75.9,64.4,0.04,999.9,1,1,0,0,0,0
1,2015,07,06,2015-07-06,598,69.2,64.4,1021.3,8.8,8.2,14.0,999.9,78.1,55.0,0.0,999.9,0,0,0,0,0,0
3,2014,07,23,2014-07-23,591,69.2,65.9,1015.0,9.9,9.9,14.0,20.0,73.9,60.1,0.01,999.9,0,0,0,0,0,0
4,2015,07,23,2015-07-23,623,71.9,60.8,1010.4,10.0,8.3,14.0,999.9,80.1,63.0,0.0,999.9,0,0,0,0,0,0
7,2014,07,13,2014-07-13,439,68.7,63.6,1020.0,9.8,9.7,14.0,999.9,73.0,57.9,0.01,999.9,0,0,0,0,0,0
7,2018,07,29,2018-07-29,463,72.9,69.1,1016.8,6.5,6.3,14.0,999.9,80.1,66.9,0.06,999.9,1,1,0,0,0,0
5,2012,07,27,2012-07-27,638,76.6,69.3,1007.0,9.1,4.4,14.0,999.9,87.1,70.0,0.6,999.9,0,1,0,0,0,0
7,2013,07,14,2013-07-14,471,72.9,70.5,1025.1,4.5,5.3,14.0,999.9,79.0,66.0,0.01,999.9,1,0,0,0,0,0
7,2019,07,14,2019-07-14,497,71.8,68.1,1011.9,7.9,9.6,14.0,999.9,79.0,66.0,0.0,999.9,1,0,0,0,0,0
7,2015,07,12,2015-07-12,521,71.5,64.6,1016.1,9.7,9.3,14.0,999.9,81.0,64.9,0.0,999.9,0,0,0,0,0,0
2,2013,07,16,2013-07-16,582,77.4,68.4,1019.6,8.3,7.3,14.0,999.9,87.1,69.1,0.0,999.9,0,0,0,0,0,0
2,2019,07,02,2019-07-02,591,67.9,63.1,1009.0,10.0,9.1,14.0,999.9,75.0,62.1,0.0,999.9,0,0,0,0,0,0
7,2014,07,27,2014-07-27,476,68.6,65.2,1011.4,9.9,7.6,14.0,999.9,73.9,62.1,0.01,999.9,0,0,0,0,0,0
7,2016,07,03,2016-07-03,448,67.2,58.0,1017.1,10.0,9.6,14.0,999.9,75.9,55.9,0.0,999.9,0,0,0,0,0,0
2,2012,07,31,2012-07-31,540,73.4,64.3,1016.7,10.0,3.8,14.0,999.9,80.1,60.1,0.0,999.9,0,1,0,0,0,0
3,2016,07,13,2016-07-13,607,67.2,63.3,1019.3,10.0,9.2,14.0,999.9,78.1,57.9,0.0,999.9,0,0,0,0,0,0
3,2014,07,02,2014-07-02,658,69.0,66.0,1014.4,7.2,10.2,14.0,20.0,75.0,64.9,0.0,999.9,1,0,0,0,0,0
1,2019,07,15,2019-07-15,637,73.1,63.0,1015.0,10.0,9.1,14.0,999.9,79.0,66.9,0.0,999.9,0,0,0,0,0,0
7,2013,07,07,2013-07-07,475,74.4,69.8,1016.3,9.0,9.1,14.0,19.0,82.0,69.1,0.01,999.9,0,0,0,0,0,0
4,2015,07,30,2015-07-30,717,74.2,70.7,1012.2,6.2,9.7,14.0,999.9,86.0,69.1,0.0,999.9,0,0,0,0,0,0
1,2016,07,25,2016-07-25,698,71.5,68.8,1014.0,9.9,8.7,14.0,999.9,80.1,64.9,0.0,999.9,0,0,0,0,0,0
5,2016,07,15,2016-07-15,798,70.7,67.9,1011.3,5.2,9.6,14.0,21.0,75.0,66.0,0.0,999.9,1,0,0,0,0,0
4,2013,07,04,2013-07-04,438,69.8,68.0,1023.5,1.8,11.9,15.0,21.0,75.0,68.0,0.02,999.9,1,0,0,0,0,0
1,2012,07,02,2012-07-02,564,80.3,54.1,1011.6,10.0,3.8,15.0,999.9,88.0,66.9,0.0,999.9,0,0,0,0,0,0
3,2015,07,08,2015-07-08,620,70.6,67.8,1014.3,3.8,9.8,15.0,999.9,75.9,62.1,0.0,999.9,1,0,0,0,0,0
2,2014,07,08,2014-07-08,594,69.5,66.2,1010.5,6.2,11.8,15.0,20.0,73.9,64.9,0.01,999.9,1,0,0,0,0,0
2,2016,07,05,2016-07-05,663,67.1,65.3,1009.7,6.2,9.2,15.0,999.9,75.9,64.0,0.62,999.9,1,1,0,0,0,0
3,2018,07,25,2018-07-25,657,69.8,68.7,1020.0,5.0,11.0,15.0,999.9,75.9,66.0,0.0,999.9,1,0,0,0,0,0
5,2013,07,12,2013-07-12,599,69.4,67.8,1015.9,3.1,6.7,15.0,49.9,72.0,66.0,0.06,999.9,1,0,0,0,0,0
7,2015,07,26,2015-07-26,551,65.8,61.6,1017.5,8.8,8.5,15.0,999.9,77.0,60.1,0.0,999.9,1,0,0,0,0,0
