"","day","year","mo","da","collision_date","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud"
"889",7,2021,3,7,"2021-03-07",216,28.7,15.7,1024.3,10,7.1,999.9,999.9,32,23,0,999.9,0,0,0,0,0,0
"890",5,2021,3,12,"2021-03-12",338,47.8,44.1,1017.4,9.3,11.5,999.9,999.9,55,43,0,999.9,1,0,0,0,0,10000
"891",2,2021,3,16,"2021-03-16",237,28.4,14.5,1025.6,10,6.6,999.9,999.9,34,23,0,999.9,0,0,0,0,0,0
"892",3,2021,3,17,"2021-03-17",243,38.5,29.9,1022.7,10,4.8,999.9,999.9,43,30,0,999.9,0,0,0,0,0,0
"893",7,2021,3,21,"2021-03-21",261,40.8,35.9,1034.6,9.6,5,999.9,999.9,46,30,0,999.9,0,0,0,0,0,0
"894",3,2021,3,24,"2021-03-24",268,47.2,45.6,1024.6,7.4,6.9,999.9,999.9,54,43,0,999.9,0,0,0,0,0,0
"895",6,2021,3,6,"2021-03-06",251,31,14.7,1014.6,10,11.3,999.9,999.9,34,27,0,999.9,0,0,0,0,0,0
"896",5,2021,3,5,"2021-03-05",306,30.2,9.5,1006.4,10,12.3,999.9,999.9,34,25,0,999.9,0,0,0,0,0,0
"897",6,2021,3,20,"2021-03-20",283,37.9,27.9,1032.2,10,8,999.9,999.9,43,30,0,999.9,0,0,0,0,0,0
"898",1,2021,3,1,"2021-03-01",224,43.5,43,1003,3.5,11.8,999.9,999.9,46,41,0,999.9,1,0,0,0,0,10000
"899",1,2021,3,22,"2021-03-22",295,46.2,36.4,1030.9,10,8.3,999.9,999.9,54,32,0,999.9,0,0,0,0,0,0
"900",3,2021,3,31,"2021-03-31",284,51.3,48.1,1022.9,9.9,11.9,999.9,999.9,55,43,0,999.9,0,0,0,0,0,0
"901",4,2021,3,25,"2021-03-25",257,51.9,50.6,1017.8,5.7,9.1,999.9,999.9,59,44.6,0,999.9,1,0,0,0,0,0
"902",3,2021,3,10,"2021-03-10",224,39.7,33.9,1033.5,10,5.5,999.9,999.9,45,30,0,999.9,0,0,0,0,0,0
"903",5,2021,4,9,"2021-04-09",281,47.6,43.2,1021.2,7.3,6.1,12,999.9,60.1,41,0,999.9,1,0,0,0,0,0
"904",3,2020,4,29,"2020-04-29",137,46.9,35.8,1024.6,10,8.3,12,999.9,55,37,0.02,999.9,0,0,0,0,0,0
"905",3,2021,4,28,"2021-04-28",380,52.5,44.4,1013,8.7,7.5,13,999.9,61,39.9,0.04,999.9,1,0,0,0,0,0
"906",2,2022,4,5,"2022-04-05",252,46.8,36.3,1016.8,10,8.3,13,999.9,54,37.9,0,999.9,0,0,0,0,0,0
"907",7,2022,4,3,"2022-04-03",256,44.5,38.3,1011.6,9.8,8.3,13,999.9,52,37,0,999.9,1,0,0,0,0,10000
"908",3,2022,4,13,"2022-04-13",296,52,43.3,1017.8,10,7.1,13,999.9,62.1,39.9,0.03,999.9,0,0,0,0,0,0
"909",1,2020,4,6,"2020-04-06",127,46.7,37.8,1015,9.9,7.9,14,19,55,37,0,999.9,0,0,0,0,0,0
"910",4,2022,4,14,"2022-04-14",330,54.3,50.6,1010.3,6.8,7.6,14,999.9,63,39.9,0,999.9,1,0,0,0,0,0
"911",3,2020,4,8,"2020-04-08",125,46.5,43,1002.5,9.6,6.4,14,999.9,57.9,43,0.06,999.9,1,0,0,0,0,10000
"912",6,2021,4,10,"2021-04-10",294,44.4,43.1,1017.7,3.6,8.4,14,999.9,60.1,39.9,0,999.9,1,0,0,0,0,0
"913",3,2020,4,15,"2020-04-15",139,44.7,39.1,1012.9,9.6,7.4,14,20,48,42.8,0.22,999.9,1,0,0,0,0,10000
"914",2,2022,4,26,"2022-04-26",243,49,43.3,1021,10,10.1,15,999.9,57,39.9,0,999.9,0,0,0,0,0,0
"915",7,2020,4,12,"2020-04-12",106,45.9,31.8,1021.9,10,9,15,999.9,53.1,36,0,999.9,0,0,0,0,0,0
"916",6,2020,4,25,"2020-04-25",152,47.7,36.3,1015.2,10,7.8,15,999.9,59,39.9,0.48,999.9,0,0,0,0,0,0
"917",7,2021,4,18,"2021-04-18",258,47.2,38.8,1008.4,10,8.2,15,18.1,55,39,0.11,999.9,0,0,0,0,0,0
"918",2,2020,4,7,"2020-04-07",129,49,34.1,1011.6,10,10.1,15,999.9,57.9,41,0,999.9,0,0,0,0,0,0
"919",5,2022,4,22,"2022-04-22",276,55.7,44.1,1025.9,10,11.8,15,19,66,39,0,999.9,0,0,0,0,0,0
"920",6,2022,4,16,"2022-04-16",282,53,45.4,1016.8,10,15.2,19,24.1,64,46.9,0,999.9,0,0,0,0,0,0
"921",6,2022,4,30,"2022-04-30",321,48.7,32.7,1017.1,10,11.4,19,25.1,54,42.1,0,999.9,0,0,0,0,0,0
"922",1,2020,4,20,"2020-04-20",140,46.8,39.4,1004.4,9.9,13.3,19,26,52,37,0,999.9,1,0,0,0,0,10000
"923",4,2020,4,23,"2020-04-23",108,42.8,20.9,1015.9,10,14.7,19,28.9,48.9,36,0,999.9,0,0,0,0,0,0
"924",2,2021,4,27,"2021-04-27",273,48.1,33.1,1015.9,10,11.6,20,25.1,57.9,39,0,999.9,0,0,0,0,0,0
"925",4,2021,4,8,"2021-04-08",310,47,42.7,1018.4,10,10.4,20,22.9,54,39.9,0,999.9,0,0,0,0,0,0
"926",3,2022,4,27,"2022-04-27",314,55.2,47.3,1008.1,9.3,12.9,20,28.9,61,44.1,0.01,999.9,1,0,0,0,0,10000
"927",4,2022,4,7,"2022-04-07",283,49.3,41,1012.3,10,14.3,20,32.1,55,45,0.2,999.9,0,0,0,0,0,0
"928",3,2022,4,6,"2022-04-06",252,46.9,44.3,1012.8,6.8,12.5,20,28,54,37.9,0.31,999.9,1,0,0,0,0,10000
"929",7,2021,4,11,"2021-04-11",215,48.2,47.3,1007.2,2.4,10.4,20,21,54,39.9,0,999.9,1,0,0,0,0,0
"930",7,2022,4,10,"2022-04-10",284,49.1,37.9,1002.5,10,12.4,20,28.9,57.9,39.9,0,999.9,0,0,0,0,0,0
"931",1,2021,4,12,"2021-04-12",264,45.3,39.7,1007.6,9.5,14.2,21,28,54,42.1,0,999.9,1,0,0,0,0,10000
"932",5,2022,4,29,"2022-04-29",360,49.1,22.6,1013,10,15.2,21,27,54,44.1,0,999.9,0,0,0,0,0,0
"933",1,2021,4,26,"2021-04-26",300,49.9,36.9,1008.4,10,14,21,32.1,57.9,44.1,1.02,999.9,0,0,0,0,0,0
"934",6,2021,4,17,"2021-04-17",264,42,37.1,1003.8,9,16.2,21,31.1,48.9,39,0.18,999.9,1,0,0,0,0,10000
"935",6,2020,4,11,"2020-04-11",121,44.1,30.8,1005.8,10,15.6,21,31.1,51.1,39.9,0.01,999.9,0,0,0,0,0,0
"936",4,2022,4,28,"2022-04-28",347,48.5,28,1009.3,10,15.6,21,28.9,61,44.1,0,999.9,0,0,0,0,0,0
"937",4,2020,4,30,"2020-04-30",173,46.8,41.4,1025.9,9.8,17.1,22,27,55,37,0,999.9,0,0,0,0,0,0
"938",7,2020,4,26,"2020-04-26",140,45.3,40.9,1017.9,7.9,11.3,22,31.1,59,39.9,0,999.9,1,0,0,0,0,10000
"939",7,2022,4,17,"2022-04-17",240,48.8,39.8,1014.2,9.6,11.9,22,28.9,54,44.6,0.21,999.9,1,0,0,0,0,10000
"940",6,2020,4,4,"2020-04-04",156,42.3,38.4,1011.2,6.8,21.1,26,35.9,45,39,0.6,999.9,1,0,0,0,0,10000
"941",5,2022,4,8,"2022-04-08",342,50.5,46.7,1004,5.8,18.7,26,36.9,55,46,0.08,999.9,1,1,0,0,1,0
"942",4,2021,4,22,"2021-04-22",252,43,29,1003.9,9.5,19,27,36.9,59,36,0.04,999.9,1,1,0,0,0,11000
"943",1,2020,4,27,"2020-04-27",131,46.3,34,1003.5,1.3,13.1,27,35.9,52,39.9,0.43,999.9,1,1,0,0,0,0
"944",5,2021,4,16,"2021-04-16",298,43.8,40.8,998.3,6.8,19.3,28,38.1,48.9,37.9,0.64,999.9,1,0,0,0,0,10000
"945",5,2022,4,1,"2022-04-01",290,53.1,49.4,1000,4.9,18.5,28,39,57.9,42.1,0.33,999.9,1,1,0,0,1,0
"946",5,2020,4,3,"2020-04-03",190,43.7,41.9,994.9,3.7,25.6,34,42.9,45,33.1,0.48,999.9,1,0,0,0,0,10000
"947",1,2020,4,13,"2020-04-13",138,51.6,48.9,1017.6,6.6,19.6,39,53,57,36,0.03,999.9,1,0,0,0,0,10000
"948",2,2022,4,19,"2022-04-19",256,49.6,43.5,1012.3,7.3,25.4,41,54,55.9,41,0.64,999.9,1,0,0,0,0,10000
"949",2,2021,4,6,"2021-04-06",318,47.5,39,1011.2,10,13.1,53,999.9,52,45,0,999.9,0,0,0,0,0,0
"950",7,2013,4,28,"2013-04-28",440,48,38.5,1027.1,9.8,3.9,8,999.9,57,37,0,999.9,0,0,0,0,0,0
"951",6,2013,4,27,"2013-04-27",517,46.6,34.7,1029.1,8.6,3.9,8,999.9,55.9,35.1,0,999.9,1,0,0,0,0,0
"952",4,2019,4,25,"2019-04-25",518,47.7,40.9,1013.3,9.9,5.6,8.9,999.9,66,39.9,0.02,999.9,0,0,0,0,0,0
"953",7,2020,4,5,"2020-04-05",94,41.8,36.3,1017.5,10,6,8.9,999.9,50,35.1,0.01,999.9,0,0,0,0,0,0
"954",2,2014,4,22,"2014-04-22",459,49.5,43.2,1007.7,10,5.6,8.9,999.9,57.9,34,0,999.9,0,0,0,0,0,0
"955",5,2017,4,14,"2017-04-14",515,47.5,34.1,1027.8,10,5,8.9,999.9,57.9,37.9,0,999.9,0,0,0,0,0,0
"956",1,2013,4,29,"2013-04-29",598,49.7,37.9,1025.5,9.9,4.3,8.9,999.9,59,39.9,0,999.9,0,0,0,0,0,0
"957",1,2017,4,24,"2017-04-24",541,46.6,42.4,1021.9,10,7.6,9.9,999.9,55.9,42.1,0,999.9,0,1,0,0,0,0
"958",6,2018,4,28,"2018-04-28",604,49.5,48.3,1010.7,5.1,6.3,9.9,999.9,60.1,39.9,0.13,999.9,1,1,0,0,0,0
"959",4,2021,4,29,"2021-04-29",324,50.4,48.8,1007.2,4.4,5.9,9.9,999.9,61,46.9,0.06,999.9,1,1,0,0,0,0
"960",3,2018,4,11,"2018-04-11",612,37.9,33,1021,10,6.5,9.9,999.9,44.1,30,0,999.9,0,0,0,0,0,0
"961",7,2018,4,29,"2018-04-29",505,50.5,48.7,1010.3,9.2,5.9,9.9,15,60.1,43,0,999.9,0,1,0,0,0,0
"962",6,2022,4,23,"2022-04-23",282,49.6,34.7,1027.4,10,6.8,11.1,999.9,66,39.9,0,999.9,0,0,0,0,0,0
"963",1,2013,4,15,"2013-04-15",603,46.1,34.2,1026,10,8.1,11.1,999.9,53.1,39,0,999.9,0,0,0,0,0,0
"964",3,2014,4,2,"2014-04-02",519,39.3,28.6,1019.1,10,5.6,11.1,999.9,48,32,0,999.9,0,0,0,0,0,0
"965",1,2014,4,21,"2014-04-21",521,43.1,36.9,1022.3,10,6.2,11.1,999.9,53.1,34,0,999.9,0,0,0,0,0,0
"966",7,2015,4,26,"2015-04-26",477,46.1,34,1004.6,9.8,7.4,11.1,999.9,54,37,0,999.9,0,0,0,0,0,0
"967",2,2018,4,24,"2018-04-24",671,44.7,41.7,1030.4,10,6.7,11.1,999.9,57.9,34,0,999.9,0,0,0,0,0,0
"968",2,2013,4,30,"2013-04-30",576,51,30.2,1026.2,10,5.2,11.1,999.9,63,39.9,0,999.9,0,0,0,0,0,0
"969",2,2018,4,10,"2018-04-10",668,37.7,31.7,1021.9,9.1,6.5,11.1,999.9,42.1,30.9,0,999.9,0,1,0,0,0,0
"970",1,2022,4,25,"2022-04-25",253,47.8,34.1,1024.9,10,5.5,11.1,15.9,57,39,0,999.9,0,0,0,0,0,0
"971",1,2021,4,19,"2021-04-19",320,50.9,43.1,1010.4,10,8.1,11.1,999.9,61,43,0,999.9,0,0,0,0,0,0
"972",3,2021,4,14,"2021-04-14",295,46.1,37.9,1017.3,10,7.1,11.1,999.9,54,37,0,999.9,0,0,0,0,0,0
"973",7,2019,4,7,"2019-04-07",487,45.3,39.4,1023.5,10,7.4,11.1,999.9,60.1,37.9,0.01,999.9,0,0,0,0,0,0
"974",5,2013,4,26,"2013-04-26",675,49.5,37.8,1026.9,9.5,6.5,12,999.9,61,37.9,0.06,999.9,0,0,0,0,0,0
"975",4,2017,4,27,"2017-04-27",688,52.9,50.7,1011.6,3,5.3,12,999.9,63,48,0.06,999.9,1,1,0,0,0,0
"976",1,2015,4,13,"2015-04-13",554,45,38.2,1027.8,10,9.1,12,999.9,54,32,0,999.9,0,0,0,0,0,0
"977",1,2018,4,23,"2018-04-23",675,46.4,33.6,1030.7,10,7.1,12,15.9,57.9,35.1,0,999.9,0,0,0,0,0,0
"978",1,2016,4,18,"2016-04-18",687,49.5,35.9,1022.5,10,6,12,999.9,64,37,0,999.9,0,1,0,0,0,0
"979",3,2016,4,27,"2016-04-27",510,45,36.9,1011.9,10,7.8,12,999.9,51.1,41,0.24,999.9,0,0,0,0,0,0
"980",2,2019,4,30,"2019-04-30",587,45.6,40.5,1024.6,8.3,7.6,13,999.9,54,42.1,0.31,999.9,0,1,0,0,0,0
"981",1,2013,4,8,"2013-04-08",582,50,41.6,1018.1,9.1,9.4,13,999.9,62.1,42.1,0,999.9,0,0,0,0,0,0
"982",3,2017,4,12,"2017-04-12",540,49.1,45.1,1020.6,8.3,9.9,13,999.9,55,46,0,999.9,0,0,0,0,0,0
"983",6,2014,4,12,"2014-04-12",578,50.1,40.8,1019.1,8.5,8.6,13,999.9,64,43,0,999.9,0,0,0,0,0,0
"984",7,2013,4,14,"2013-04-14",472,46.1,38.4,1015.5,9.6,7.7,13,999.9,55.9,39,0.09,999.9,0,0,0,0,0,0
"985",5,2019,4,12,"2019-04-12",688,43.8,35.3,1027,10,8.4,13,999.9,48,35.1,0,999.9,0,0,0,0,0,0
"986",4,2015,4,16,"2015-04-16",560,46.4,28.5,1029.7,10,8.6,13,17.1,62.1,37.9,0,999.9,0,0,0,0,0,0
"987",1,2015,4,6,"2015-04-06",510,43.2,36.1,1026.3,9.5,6.8,13,999.9,51.1,32,0,999.9,1,0,0,0,0,0
"988",7,2019,4,14,"2019-04-14",457,50.8,48.7,1014.4,2.7,7.7,13,999.9,68,45,0.04,999.9,1,1,0,0,0,0
"989",1,2017,4,3,"2017-04-03",646,43,31.7,1018,10,6.9,13,999.9,54,32,0,999.9,0,0,0,0,0,0
"990",3,2015,4,29,"2015-04-29",679,49.3,38.5,1004.5,9.8,7.8,14,18.1,55.9,39.9,0,999.9,0,0,0,0,0,0
"991",7,2014,4,13,"2014-04-13",482,47,40.4,1023.8,9.3,8.8,14,20,64,39,0,999.9,1,0,0,0,0,0
"992",5,2016,4,29,"2016-04-29",517,46.1,33.9,1020.4,10,9.4,14,19,54,42.1,0,999.9,0,1,0,0,0,0
"993",3,2019,4,17,"2019-04-17",621,47.5,30.3,1019.3,10,10.1,14,22.9,55.9,39,0,999.9,0,0,0,0,0,0
"994",6,2014,4,19,"2014-04-19",525,45.7,35.3,1023.5,10,5.9,14,18.1,59,34,0,999.9,0,0,0,0,0,0
"995",7,2018,4,22,"2018-04-22",568,46.3,33.1,1026.8,10,7.2,14,999.9,55.9,37,0,999.9,0,0,0,0,0,0
"996",1,2016,4,25,"2016-04-25",488,48.4,36.3,1017.1,10,9.2,14,999.9,55,37,0,999.9,0,0,0,0,0,0
"997",1,2018,4,2,"2018-04-02",562,37.7,31.2,1018.7,8.1,8.4,14,999.9,50,33.1,0.01,999.9,1,1,1,0,0,0
"998",1,2019,4,22,"2019-04-22",522,52.1,51.5,1017.3,2.3,7.3,14,999.9,57.9,48,0.03,999.9,1,1,0,0,0,0
"999",4,2018,4,12,"2018-04-12",610,42.8,38.5,1019.4,10,9.8,14,999.9,50,28.9,0,999.9,0,0,0,0,0,0
"1000",7,2014,4,27,"2014-04-27",449,42.4,36.2,1012.5,9.9,4.8,14,17.1,50,36,0.37,999.9,0,1,0,0,0,0
"1001",6,2016,4,9,"2016-04-09",557,41.8,25.1,1007.5,10,9.7,14,21,53.1,35.1,0,999.9,0,0,0,0,0,0
"1002",6,2015,4,18,"2015-04-18",605,51.9,45.2,1012.7,7.3,7.7,14,999.9,64,41,0.12,999.9,1,1,0,0,0,0
"1003",4,2018,4,19,"2018-04-19",706,41.8,40.6,1007,9.6,8.6,14,999.9,46.9,37,0.02,999.9,0,1,0,0,0,0
"1004",4,2013,4,25,"2013-04-25",583,50.8,45.1,1017.9,7.2,10.4,15,20,55.9,45,0.01,999.9,0,1,0,0,0,0
"1005",5,2019,4,5,"2019-04-05",701,39.4,18.1,1031,10,10.7,15,22.9,48.9,36,0,999.9,0,0,0,0,0,0
"1006",1,2015,4,27,"2015-04-27",558,49,37.9,1001.5,10,8.9,15,21,57,39,0,999.9,0,1,0,0,0,0
"1007",5,2014,4,4,"2014-04-04",622,40,30.2,1019.1,10,7.7,15,20,48,33.1,0,999.9,0,0,0,0,0,0
"1008",6,2017,4,15,"2017-04-15",495,46.8,38,1028.2,9.7,9.2,15,999.9,57.9,35.1,0,999.9,0,1,0,0,0,0
"1009",1,2014,4,7,"2014-04-07",533,42,33.9,1022.6,10,7.4,15,22,48.9,35.1,0,999.9,0,0,0,0,0,0
"1010",4,2016,4,28,"2016-04-28",489,47.7,34.1,1015.8,10,10.1,15,999.9,54,41,0,999.9,0,0,0,0,0,0
"1011",7,2017,4,9,"2017-04-09",541,46.3,30.9,1017.4,10,10.5,15,21,55,39,0,999.9,0,0,0,0,0,0
"1012",6,2018,4,21,"2018-04-21",584,44.6,31.9,1024.6,10,10.5,15,18.1,52,37,0,999.9,0,0,0,0,0,0
"1013",3,2019,4,24,"2019-04-24",515,51.5,47.2,1007.2,8,9.8,15,999.9,66,44.1,0.03,999.9,0,1,0,0,0,0
"1014",6,2019,4,13,"2019-04-13",599,49.7,48,1020.8,5.2,12.6,15,20,52,39,0,999.9,1,1,0,0,0,0
"1015",5,2017,4,28,"2017-04-28",857,53.1,51,1015.6,3.3,8.2,15,19,63,48,0,999.9,1,1,0,0,1,0
"1016",5,2014,4,18,"2014-04-18",496,40.4,32,1032.7,9.9,9.1,15,21,46,35.1,0,999.9,0,0,0,0,0,0
"1017",4,2015,4,30,"2015-04-30",640,48.1,38.3,1009.8,10,7.8,15.9,19,57,39,0,999.9,0,0,0,0,0,0
"1018",4,2015,4,2,"2015-04-02",653,37.1,27.6,1022.3,9.9,7,15.9,999.9,46.9,24.1,0,999.9,0,0,0,0,0,0
"1019",3,2014,4,30,"2014-04-30",651,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46,41,0.01,999.9,0,1,0,0,0,0
"1020",3,2015,4,22,"2015-04-22",568,49.8,39.7,1007.9,10,8.6,15.9,22,57,37.9,0.05,999.9,0,0,0,0,0,0
"1021",7,2015,4,12,"2015-04-12",443,45,31.4,1022.8,10,10.1,15.9,22.9,57.9,32,0,999.9,0,0,0,0,0,0
"1022",5,2016,4,22,"2016-04-22",741,55.4,48.4,1013.8,8.7,10.2,15.9,999.9,72,44.1,0,999.9,1,1,0,0,0,0
"1023",1,2017,4,10,"2017-04-10",634,46.9,39.6,1023.2,10,10.2,15.9,999.9,55,39.9,0,999.9,0,0,0,0,0,0
"1024",1,2017,4,17,"2017-04-17",488,56.4,48.3,1010.6,8.7,12,15.9,21,70,48.9,0,999.9,0,0,0,0,0,0
"1025",4,2014,4,3,"2014-04-03",592,40.9,30.9,1018.5,10,8.4,15.9,20,48.9,33.1,0,999.9,0,0,0,0,0,0
"1026",4,2017,4,13,"2017-04-13",590,49.8,38.5,1024.2,9.5,8.2,15.9,20,57,42.1,0,999.9,0,0,0,0,0,0
"1027",1,2022,4,18,"2022-04-18",239,47,31.5,1026.3,10,10.6,15.9,20,54,41,0,999.9,0,0,0,0,0,0
"1028",4,2022,4,21,"2022-04-21",236,47.7,41.6,1032.8,9.8,9.5,15.9,999.9,55.9,34,0,999.9,0,0,0,0,0,0
"1029",2,2013,4,16,"2013-04-16",564,46,40.5,1028.7,10,9.3,15.9,999.9,53.1,37.9,0,999.9,0,0,0,0,0,0
"1030",5,2021,4,2,"2021-04-02",283,37.1,25.3,1018.3,9.4,10.8,15.9,20,43,34,0,999.9,0,0,0,0,0,0
"1031",5,2014,4,25,"2014-04-25",617,49,32.3,1013.4,10,10.5,15.9,22.9,57,43,0,999.9,0,0,0,0,0,0
"1032",4,2014,4,10,"2014-04-10",645,41.6,28.9,1019.5,9.9,8.8,15.9,999.9,57,28,0,999.9,0,0,0,0,0,0
"1033",5,2022,4,15,"2022-04-15",292,52.3,42.6,1016.6,9.5,11.4,15.9,18.1,63,46.9,0.07,999.9,1,0,0,1,0,10010
"1034",3,2013,4,10,"2013-04-10",580,46.5,42,1014.1,7.6,8.8,15.9,17.1,54,41,0.12,999.9,1,1,0,0,0,0
"1035",2,2022,4,12,"2022-04-12",312,50.8,44.3,1015.5,9.9,10.6,15.9,18.1,61,43,0,999.9,1,0,0,0,0,10000
"1036",2,2021,4,20,"2021-04-20",313,50.3,44.5,1012.8,8.2,8.9,15.9,999.9,61,41,0,999.9,1,0,0,0,0,0
"1037",7,2013,4,21,"2013-04-21",471,45.1,28.5,1029.4,10,11.7,15.9,22,48.9,39,0.24,999.9,0,0,0,0,0,0
"1038",5,2015,4,17,"2015-04-17",679,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54,39,0,999.9,1,1,0,0,0,0
"1039",2,2017,4,11,"2017-04-11",519,49.8,44,1021.8,8.8,12.1,15.9,999.9,55,41,0,999.9,0,0,0,0,0,0
"1040",5,2013,4,5,"2013-04-05",582,42.9,38.5,1014.7,8.7,8,17.1,22,48,39,0.01,999.9,0,1,0,0,0,0
"1041",7,2022,4,24,"2022-04-24",270,48.7,35,1024.8,10,9.7,17.1,22.9,55.9,39.9,0,999.9,1,0,0,0,0,10000
"1042",1,2022,4,11,"2022-04-11",283,48.6,33.1,1013.8,10,13.6,17.1,27,57.9,43,0,999.9,0,0,0,0,0,0
"1043",3,2021,4,21,"2021-04-21",283,53.4,48.6,1009.1,9.8,13.5,17.1,999.9,59,42.1,0,999.9,1,0,0,0,0,10000
"1044",3,2014,4,23,"2014-04-23",536,49.5,45.4,998,9.2,8.6,17.1,29.9,57.9,43,0.01,999.9,0,1,0,0,0,0
"1045",7,2014,4,6,"2014-04-06",484,41.1,25.3,1017.6,10,12.5,17.1,22.9,46.9,35.1,0,999.9,0,0,0,0,0,0
"1046",2,2019,4,2,"2019-04-02",553,37.1,22.5,1029.6,10,8.7,17.1,22,46.9,23,0,999.9,0,0,0,0,0,0
"1047",2,2018,4,3,"2018-04-03",551,35.3,32.5,1021.9,9.3,7.5,17.1,21,45,24.1,0.3,999.9,0,1,0,0,0,0
"1048",1,2016,4,11,"2016-04-11",624,47.8,38.9,1026,9.9,12.8,17.1,999.9,55,35.1,0,999.9,0,0,0,0,0,0
"1049",4,2020,4,16,"2020-04-16",138,43.7,30.9,1015.1,10,8.5,17.1,20,52,32,0.01,999.9,0,0,0,0,0,0
"1050",6,2016,4,30,"2016-04-30",581,47.3,33.1,1022.4,10,8.7,17.1,22,54,37,0,999.9,0,0,0,0,0,0
"1051",4,2017,4,20,"2017-04-20",632,47.5,44.1,1022.6,5.9,9.8,17.1,20,54,32,0.09,999.9,1,1,0,0,0,0
"1052",7,2013,4,7,"2013-04-07",451,39.7,28.6,1025.8,10,9.2,17.1,999.9,48,26.1,0,999.9,0,0,0,0,0,0
"1053",6,2019,4,6,"2019-04-06",587,46.3,41.2,1022.7,9.2,10.3,17.1,999.9,60.1,36,0.07,999.9,0,1,0,0,0,0
"1054",3,2017,4,19,"2017-04-19",580,41.7,32.2,1033.5,10,10.5,17.1,20,53.1,32,0,999.9,0,0,0,0,0,0
"1055",4,2013,4,18,"2013-04-18",553,46.5,37.3,1028.1,10,8.8,17.1,24.1,54,35.1,0,999.9,0,0,0,0,0,0
"1056",7,2019,4,28,"2019-04-28",395,46.9,36.3,1013.8,9.4,8.8,17.1,26,57,43,0.14,999.9,0,1,0,0,0,0
"1057",3,2014,4,9,"2014-04-09",595,46.8,36.1,1002.5,9.6,10,17.1,22.9,57,42.1,0.45,999.9,0,0,0,0,0,0
"1058",3,2013,4,17,"2013-04-17",535,52.1,42.7,1021.9,8.3,11,17.1,22.9,60.1,44.1,0.03,999.9,0,1,0,0,0,0
"1059",7,2017,4,23,"2017-04-23",517,46.5,39.5,1017.3,10,10.5,17.1,24.1,55.9,43,0.27,999.9,0,0,0,0,0,0
"1060",1,2019,4,29,"2019-04-29",565,47.8,34.7,1025.4,9.8,10.9,17.1,19,54,42.1,0.24,999.9,0,1,0,0,0,0
"1061",2,2016,4,26,"2016-04-26",479,46.8,42.8,1010.4,9,9.4,18.1,25.1,55,39.9,0.07,999.9,0,1,0,0,0,0
"1062",2,2015,4,7,"2015-04-07",452,44.2,40.5,1024,8.6,9.3,18.1,21,51.1,32,0.12,999.9,0,1,0,0,0,0
"1063",6,2014,4,26,"2014-04-26",548,44.9,36.6,1009.1,9.4,12.2,18.1,26,55,42.1,0,999.9,0,1,0,0,0,0
"1064",6,2022,4,9,"2022-04-09",293,48.8,44.2,1004.7,8.9,9.3,18.1,999.9,55.9,39.9,0,999.9,1,0,0,0,0,0
"1065",7,2014,4,20,"2014-04-20",393,44.2,31.2,1030.4,10,9.2,18.1,21,59,34,0,999.9,0,0,0,0,0,0
"1066",6,2021,4,24,"2021-04-24",301,51.1,40.3,1013.3,9.8,13,18.1,999.9,61,39,0,999.9,0,0,0,0,0,0
"1067",2,2016,4,12,"2016-04-12",638,52.5,48.6,1018.9,6.4,13.6,18.1,999.9,57.9,44.1,0,999.9,0,1,0,0,0,0
"1068",3,2016,4,13,"2016-04-13",700,46.7,34.2,1025.8,9.8,12.9,18.1,27,57.9,37.9,0.13,999.9,0,1,0,0,0,0
"1069",6,2016,4,2,"2016-04-02",597,50.4,47.7,1000,5,8.5,18.1,25.1,59,46,0.79,999.9,1,1,0,0,0,0
"1070",5,2014,4,11,"2014-04-11",609,48,40.6,1017.8,8.8,13.4,18.1,21,53.1,44.1,0,999.9,0,0,0,0,0,0
"1071",4,2021,4,15,"2021-04-15",270,43.8,37.3,1011.6,10,10.4,18.1,22.9,54,37,0,999.9,1,0,0,0,0,10000
"1072",4,2019,4,11,"2019-04-11",537,40.3,24,1021,10,10.8,18.1,24.1,48.9,35.1,0,999.9,0,0,0,0,0,0
"1073",1,2018,4,9,"2018-04-09",625,36.3,20.4,1018.1,10,12.6,18.1,22.9,42.1,30.9,0.01,999.9,0,0,0,0,0,0
"1074",1,2014,4,14,"2014-04-14",514,52.2,47.8,1019.3,7,14.4,18.1,22.9,57.9,39,0,999.9,0,0,0,0,0,0
"1075",1,2019,4,8,"2019-04-08",594,46.2,45.3,1016.8,5.9,8.4,18.1,999.9,50,37.9,0,999.9,1,1,0,0,0,0
"1076",1,2022,4,4,"2022-04-04",289,45,35.8,1009.2,10,12.3,18.1,22.9,52,37,0.17,999.9,1,0,0,0,0,10000
"1077",7,2015,4,5,"2015-04-05",422,41.6,27.3,1020.4,10,12.5,18.1,25.1,57,34,0.05,999.9,0,0,0,0,0,0
"1078",3,2016,4,6,"2016-04-06",628,37,15.3,1026.7,10,10.7,19,26,44.1,28.9,0,999.9,0,0,0,0,0,0
"1079",6,2015,4,11,"2015-04-11",576,47.8,40.7,1010.9,5.1,12.4,19,24.1,57.9,39.9,0.26,999.9,1,1,0,0,0,0
